2,ESCOLA CLASSE BOQUEIRAO
5,ESCOLA CLASSE BROCHADO DA ROCHA
7,Escola Classe Bucanhão
4,ESCOLA CLASSE CACHOEIRINHA
17,ESCOLA CLASSE CAFE SEM TROCO
8,ESCOLA CLASSE CAPAO SECO
5,ESCOLA CLASSE CARIRU
1,ESCOLA CLASSE CATINGUEIRO
12,ESCOLA CLASSE CERÂMICA DA BENÇÃO
11,ESCOLA CLASSE CHAPADINHA
10,ESCOLA CLASSE COLONIA AGRICOLA VICENTE PIRES
3,ESCOLA CLASSE COPERBRÁS
9,ESCOLA CLASSE CÓRREGO BARREIRO
2,ESCOLA CLASSE CORREGO DAS CORUJAS
10,ESCOLA CLASSE CORREGO DE SOBRADINHO
5,ESCOLA CLASSE CORREGO DO ARROZAL
3,ESCOLA CLASSE CORREGO DO ATOLEIRO
5,ESCOLA CLASSE CORREGO DO MEIO
2,ESCOLA CLASSE CÓRREGO DO OURO
6,ESCOLA CLASSE DA VILA DO REGIMENTO DE CAVALARIA E GUARDA
12,ESCOLA CLASSE DO SETOR MILITAR URBANO
7,ESCOLA CLASSE DO SRIA
15,ESCOLA CLASSE DOM BOSCO
9,ESCOLA CLASSE ENGENHO VELHO
22,ESCOLA CLASSE ESTANCIA DE PLANALTINA
5,ESCOLA CLASSE ETA 44
4,ESCOLA CLASSE FRIGORÍFICO INDUSTRIAL
7,ESCOLA CLASSE GRANJA DO TORTO
6,ESCOLA CLASSE GUARIROBA
11,ESCOLA CLASSE INCRA 06
7,ESCOLA CLASSE INCRA 07
20,ESCOLA CLASSE IPE
5,ESCOLA CLASSE ITAPETI
15,ESCOLA CLASSE JARDIM BOTANICO
5,ESCOLA CLASSE JIBOIA
7,ESCOLA CLASSE KANEGAE
8,ESCOLA CLASSE LAJES DA JIBOIA
5,ESCOLA CLASSE LAMARAO
8,ESCOLA CLASSE LOBEIRAL
21,ESCOLA CLASSE MESTRE D'ARMAS
5,ESCOLA CLASSE MONJOLO
13,ESCOLA CLASSE MORRO DO SANSAO
13,ESCOLA CLASSE NATUREZA
4,ESCOLA CLASSE OLHOS D ÁGUA
4,ESCOLA CLASSE PALMEIRAS
17,ESCOLA CLASSE PARANÁ
6,ESCOLA CLASSE PEDRA FUNDAMENTAL
6,ESCOLA CLASSE PÓLO AGRÍCOLA DA TORRE
6,ESCOLA CLASSE PONTE ALTA DE CIMA
5,ESCOLA CLASSE QUEBRADA DOS NERIS
6,ESCOLA CLASSE RAJADINHA
5,ESCOLA CLASSE REINO DAS FLORES
23,ESCOLA CLASSE RIACHO FUNDO
3,ESCOLA CLASSE RIBEIRAO
5,ESCOLA CLASSE RUA DO MATO
4,ESCOLA CLASSE RURAL ESTANCIA DO PIPIRIPAU
7,ESCOLA CLASSE SANTA HELENA
6,ESCOLA CLASSE SANTOS DUMONT
7,ESCOLA CLASSE SÃO BARTOLOMEU
10,ESCOLA CLASSE SETOR P NORTE
5,ESCOLA CLASSE SITIO DAS ARAUCARIAS
10,ESCOLA CLASSE SOBRADINHO DOS MELOS
4,ESCOLA CLASSE SONHEM DE CIMA
1,ESCOLA CLASSE SUSSUARANA
6,ESCOLA CLASSE VALE DO SOL PLANALTINA
3,ESCOLA CLASSE VALE VERDE
44,ESCOLA CLASSE VARJAO
26,ESCOLA CLASSE VILA BURITIS
8,ESCOLA CLASSE VILA DO BOA
28,ESCOLA CLASSE VILA NOVA
2,ESCOLA DA NATUREZA
3,ESCOLA DO PARQUE DA CIDADE PROEM
5,ESCOLA MENINOS E MENINAS DO PARQUE
1,ESCOLA PARQUE 303/304 NORTE
2,ESCOLA PARQUE ANISIO TEIXEIRA
1,GERENCIA DE SELECAO E PROVIMENTO
14,JARDIM DE INFANCIA  06 DO GAMA
13,JARDIM DE INFANCIA 01 DO CRUZEIRO
20,Jardim de Infância 01 do Riacho Fundo II
4,JARDIM DE INFÂNCIA 02 DO CRUZEIRO
13,JARDIM DE INFANCIA 02 DO GAMA
14,JARDIM DE INFANCIA 03 DO GAMA
16,JARDIM DE INFÂNCIA 04 DO GAMA
16,Jardim de Infância 05 do Gama
8,JARDIM DE INFANCIA 102 SUL
9,JARDIM DE INFANCIA 106 NORTE
5,JARDIM DE INFANCIA 108 SUL
4,JARDIM DE INFANCIA 114 SUL
15,JARDIM DE INFANCIA 116 DE SANTA MARIA
6,JARDIM DE INFÂNCIA 208 SUL
9,JARDIM DE INFANCIA 21 DE ABRIL
5,JARDIM DE INFÂNCIA 302 NORTE
6,JARDIM DE INFANCIA 303 SUL
8,JARDIM DE INFANCIA 304 NORTE
9,JARDIM DE INFANCIA 305 SUL
3,JARDIM DE INFANCIA 308 SUL
7,JARDIM DE INFANCIA 312 NORTE
7,JARDIM DE INFÂNCIA 314 SUL
9,JARDIM DE INFANCIA 316 SUL
7,JARDIM DE INFANCIA 404 NORTE
10,JARDIM DE INFANCIA 603 DO RECANTO DAS EMAS
11,JARDIM DE INFÂNCIA CASA DA VIVÊNCIA
6,JARDIM DE INFÂNCIA LÚCIO COSTA
8,JARDIM DE INFÂNCIA VI COMAR
1,SERVIDORES AFASTADOS LEGALMENTE
2,UNIDADE REGIONAL DE ADMINISTRACAO GERAL
8,UNIDADE REGIONAL DE EDUCACAO BASICA
